Склад,Штабель,Марка,Максимальная температура,Дата измерения,Возраст штабеля (дни),ignition_in_2d
3,56,A1,34.9,2020-07-22,,False
3,41,A1,36.2,2020-07-22,25.0,False
3,43,A1,35.5,2020-07-22,,False
3,34,A1,36.8,2020-07-22,,False
3,13,A1,33.2,2020-07-22,404.0,False
3,20,A1,32.7,2020-07-22,,False
4,39,A1,288.0,2020-07-22,68.0,True
4,23,A1,34.7,2020-07-22,64.0,False
4,35,A1,28.6,2020-07-22,,False
4,12,A1,32.8,2020-07-22,-30.0,False
4,24,A1,33.2,2020-07-22,,False
6,45,A1,30.3,2020-07-22,,False
6,1,A1,41.6,2020-07-22,-49.0,True
6,5,A1,31.2,2020-07-22,26.0,False
6,1,A1,41.0,2020-07-22,-49.0,True
6,4,A1,158.0,2020-07-22,88.0,True
3,56,A1,32.9,2020-07-22,,False
3,41,A1,35.6,2020-07-22,25.0,False
3,43,A1,36.4,2020-07-22,,False
3,34,A1,30.0,2020-07-22,,False
3,13,A1,28.6,2020-07-22,404.0,False
3,20,A1,30.4,2020-07-22,,False
4,39,A1,62.5,2020-07-22,68.0,True
4,23,A1,43.4,2020-07-22,64.0,False
4,12,A1,37.7,2020-07-22,-30.0,False
4,24,A1,36.4,2020-07-22,,False
6,45,A1,32.1,2020-07-22,,False
6,1,A1,36.3,2020-07-22,-49.0,True
6,5,A1,31.0,2020-07-22,26.0,False
6,1,A1,50.0,2020-07-22,-49.0,True
6,4,A1,48.6,2020-07-22,88.0,True
3,56,A1,37.6,2020-07-23,,False
3,41,A1,33.7,2020-07-23,26.0,False
3,43,A1,53.7,2020-07-23,,False
3,47,A1,34.4,2020-07-23,,False
3,13,A1,30.9,2020-07-23,405.0,False
4,39,A1,43.6,2020-07-23,69.0,True
4,23,A1,30.5,2020-07-23,65.0,True
4,46,A1,37.1,2020-07-23,360.0,False
4,12,A1,37.8,2020-07-23,-29.0,False
4,24,A1,38.0,2020-07-23,,False
6,45,A1,32.2,2020-07-23,,False
6,1,A1,40.5,2020-07-23,-48.0,True
6,5,A1,35.9,2020-07-23,27.0,False
6,1,A1,54.5,2020-07-23,-48.0,True
6,4,A1,273.0,2020-07-23,89.0,True
3,56,A1,33.2,2020-07-23,,False
3,41,A1,34.2,2020-07-23,26.0,False
3,43,A1,32.2,2020-07-23,,False
3,13,A1,36.1,2020-07-23,405.0,False
4,39,A1,78.0,2020-07-23,69.0,True
4,23,A1,39.5,2020-07-23,65.0,True
4,46,A1,36.9,2020-07-23,360.0,False
4,12,A1,35.8,2020-07-23,-29.0,False
4,24,A1,33.9,2020-07-23,,False
6,45,A1,36.2,2020-07-23,,False
6,1,A1,42.1,2020-07-23,-48.0,True
6,51,A1,35.2,2020-07-23,,False
6,5,A1,34.2,2020-07-23,27.0,False
6,1,A1,43.5,2020-07-23,-48.0,True
6,4,A1,42.1,2020-07-23,89.0,True
3,56,A1,38.5,2020-07-24,,False
3,41,A1,36.0,2020-07-24,27.0,False
3,43,A1,43.5,2020-07-24,,False
3,58,A1,36.9,2020-07-24,,False
3,53,A1,37.5,2020-07-24,,False
3,13,A1,35.6,2020-07-24,406.0,False
4,39,A1,45.0,2020-07-24,70.0,True
4,23,A1,37.3,2020-07-24,66.0,True
4,46,A1,36.7,2020-07-24,361.0,False
4,12,A1,34.7,2020-07-24,-28.0,False
4,24,A1,34.8,2020-07-24,,False
6,45,A1,34.6,2020-07-24,,False
6,1,A1,43.8,2020-07-24,-47.0,True
6,51,A1,35.2,2020-07-24,,False
6,5,A1,38.2,2020-07-24,28.0,False
6,1,A1,179.4,2020-07-24,-47.0,True
6,4,A1,44.2,2020-07-24,90.0,True
3,56,A1,36.5,2020-07-24,,False
3,41,A1,36.9,2020-07-24,27.0,False
3,43,A1,35.8,2020-07-24,,False
3,58,A1,39.9,2020-07-24,,False
3,53,A1,35.6,2020-07-24,,False
3,13,A1,39.1,2020-07-24,406.0,False
4,39,A1,99.0,2020-07-24,70.0,True
4,23,A1,38.7,2020-07-24,66.0,True
4,46,A1,37.1,2020-07-24,361.0,False
4,12,A1,38.3,2020-07-24,-28.0,False
4,24,A1,36.1,2020-07-24,,False
6,45,A1,37.4,2020-07-24,,False
6,1,A1,39.5,2020-07-24,-47.0,True
6,51,A1,38.0,2020-07-24,,False
6,5,A1,37.3,2020-07-24,28.0,False
6,1,A1,157.5,2020-07-24,-47.0,True
6,4,A1,110.7,2020-07-24,90.0,True
3,56,A1,37.0,2020-07-25,,False
3,41,A1,37.2,2020-07-25,28.0,False
3,43,A1,40.8,2020-07-25,,False
3,58,A1,33.7,2020-07-25,,False
3,53,A1,40.3,2020-07-25,,False
3,13,A1,40.8,2020-07-25,407.0,False
4,39,A1,106.9,2020-07-25,71.0,True
4,23,A1,37.3,2020-07-25,67.0,True
4,46,A1,36.1,2020-07-25,362.0,False
4,12,A1,33.8,2020-07-25,-27.0,False
4,24,A1,33.3,2020-07-25,,False
6,45,A1,38.3,2020-07-25,,False
6,1,A1,44.3,2020-07-25,-46.0,True
6,51,A1,38.0,2020-07-25,,False
6,5,A1,38.2,2020-07-25,29.0,False
6,1,A1,44.9,2020-07-25,-46.0,True
6,4,A1,135.2,2020-07-25,91.0,True
3,56,A1,31.9,2020-07-25,,False
3,41,A1,29.8,2020-07-25,28.0,False
3,43,A1,29.2,2020-07-25,,False
3,53,A1,30.8,2020-07-25,,False
3,13,A1,32.5,2020-07-25,407.0,False
4,60,A1,36.2,2020-07-25,,False
4,39,A1,114.5,2020-07-25,71.0,True
4,23,A1,219.0,2020-07-25,67.0,True
4,46,A1,38.6,2020-07-25,362.0,False
4,12,A1,32.9,2020-07-25,-27.0,False
4,24,A1,37.6,2020-07-25,,False
6,45,A1,37.6,2020-07-25,,False
6,1,A1,34.4,2020-07-25,-46.0,True
6,51,A1,33.6,2020-07-25,,False
6,5,A1,29.4,2020-07-25,29.0,False
6,1,A1,296.0,2020-07-25,-46.0,True
6,4,A1,92.5,2020-07-25,91.0,True
3,56,A1,38.8,2020-07-26,,False
3,41,A1,28.4,2020-07-26,29.0,False
3,43,A1,31.1,2020-07-26,,False
3,53,A1,30.8,2020-07-26,,False
3,13,A1,28.5,2020-07-26,408.0,False
4,39,A1,93.7,2020-07-26,72.0,True
4,23,A1,105.1,2020-07-26,68.0,True
4,46,A1,37.5,2020-07-26,363.0,False
4,12,A1,32.3,2020-07-26,-26.0,False
4,24,A1,32.5,2020-07-26,,False
6,45,A1,31.7,2020-07-26,,False
6,1,A1,35.8,2020-07-26,-45.0,True
6,51,A1,28.8,2020-07-26,,False
6,5,A1,28.7,2020-07-26,30.0,False
6,1,A1,82.6,2020-07-26,-45.0,True
6,4,A1,230.1,2020-07-26,92.0,True
3,56,A1,32.3,2020-07-26,,False
3,41,A1,41.9,2020-07-26,29.0,False
3,43,A1,37.0,2020-07-26,,False
3,53,A1,32.6,2020-07-26,,False
3,13,A1,39.4,2020-07-26,408.0,False
4,39,A1,206.0,2020-07-26,72.0,True
4,23,A1,94.5,2020-07-26,68.0,True
4,46,A1,42.1,2020-07-26,363.0,False
4,12,A1,34.9,2020-07-26,-26.0,False
4,24,A1,40.5,2020-07-26,,False
6,45,A1,38.4,2020-07-26,,False
6,1,A1,37.1,2020-07-26,-45.0,True
6,51,A1,32.6,2020-07-26,,False
6,5,A1,36.5,2020-07-26,30.0,False
6,1,A1,272.0,2020-07-26,-45.0,True
6,4,A1,67.5,2020-07-26,92.0,True
3,56,A1,32.9,2020-07-27,,False
3,41,A1,31.7,2020-07-27,30.0,False
3,43,A1,33.0,2020-07-27,,False
3,53,A1,30.9,2020-07-27,,False
3,13,A1,28.9,2020-07-27,409.0,False
4,39,A1,148.0,2020-07-27,73.0,True
4,23,A1,30.9,2020-07-27,69.0,True
4,46,A1,25.9,2020-07-27,364.0,False
4,12,A1,23.1,2020-07-27,-25.0,False
6,45,A1,22.8,2020-07-27,,False
6,1,A1,31.7,2020-07-27,-44.0,True
6,51,A1,25.5,2020-07-27,,False
6,5,A1,29.1,2020-07-27,31.0,False
6,1,A1,69.5,2020-07-27,-44.0,True
6,4,A1,60.4,2020-07-27,93.0,True
3,56,A1,36.3,2020-07-27,,False
3,41,A1,34.9,2020-07-27,30.0,False
3,43,A1,33.8,2020-07-27,,False
3,13,A1,32.0,2020-07-27,409.0,False
4,39,A1,53.1,2020-07-27,73.0,True
4,23,A1,50.3,2020-07-27,69.0,True
4,46,A1,34.9,2020-07-27,364.0,False
4,12,A1,34.1,2020-07-27,-25.0,False
6,45,A1,40.3,2020-07-27,,False
6,1,A1,58.3,2020-07-27,-44.0,True
6,51,A1,33.4,2020-07-27,,False
6,5,A1,35.7,2020-07-27,31.0,False
6,1,A1,267.0,2020-07-27,-44.0,True
6,4,A1,262.0,2020-07-27,93.0,True
3,56,A1,45.0,2020-07-28,,False
3,41,A1,36.2,2020-07-28,31.0,False
3,43,A1,33.8,2020-07-28,,False
3,62,A1,34.1,2020-07-28,,False
3,13,A1,34.2,2020-07-28,410.0,False
4,39,A1,203.0,2020-07-28,74.0,True
4,23,A1,42.2,2020-07-28,70.0,False
4,46,A1,31.6,2020-07-28,365.0,False
4,12,A1,34.3,2020-07-28,-24.0,False
6,45,A1,34.8,2020-07-28,,False
6,1,A1,35.5,2020-07-28,-43.0,True
6,51,A1,27.8,2020-07-28,,False
6,5,A1,33.1,2020-07-28,32.0,False
6,1,A1,57.1,2020-07-28,-43.0,True
6,4,A1,290.0,2020-07-28,94.0,True
3,41,A1,48.2,2020-07-28,31.0,False
3,43,A1,35.9,2020-07-28,,False
3,62,A1,37.9,2020-07-28,,False
3,13,A1,36.3,2020-07-28,410.0,False
4,39,A1,283.0,2020-07-28,74.0,True
4,23,A1,48.5,2020-07-28,70.0,False
4,46,A1,36.6,2020-07-28,365.0,False
4,12,A1,37.4,2020-07-28,-24.0,False
6,45,A1,33.8,2020-07-28,,False
6,1,A1,42.9,2020-07-28,-43.0,True
6,51,A1,34.8,2020-07-28,,False
6,5,A1,37.3,2020-07-28,32.0,False
6,1,A1,220.0,2020-07-28,-43.0,True
6,4,A1,260.0,2020-07-28,94.0,True
3,41,A1,32.9,2020-07-29,32.0,True
3,43,A1,28.2,2020-07-29,,False
3,62,A1,28.9,2020-07-29,,False
3,13,A1,29.4,2020-07-29,411.0,False
4,39,A1,272.0,2020-07-29,75.0,True
4,23,A1,34.2,2020-07-29,71.0,False
4,46,A1,34.3,2020-07-29,366.0,False
4,12,A1,31.3,2020-07-29,-23.0,False
6,45,A1,32.1,2020-07-29,,False
6,1,A1,34.0,2020-07-29,-42.0,True
6,51,A1,30.4,2020-07-29,,False
6,5,A1,31.0,2020-07-29,33.0,False
6,1,A1,292.0,2020-07-29,-42.0,True
6,4,A1,39.5,2020-07-29,95.0,True
3,41,A1,36.0,2020-07-29,32.0,True
3,43,A1,39.3,2020-07-29,,False
3,13,A1,40.5,2020-07-29,411.0,False
4,50,A1,39.8,2020-07-29,,False
4,39,A1,44.0,2020-07-29,75.0,True
4,23,A1,38.9,2020-07-29,71.0,False
4,46,A1,38.5,2020-07-29,366.0,False
4,12,A1,36.7,2020-07-29,-23.0,False
6,45,A1,40.0,2020-07-29,,False
6,1,A1,44.2,2020-07-29,-42.0,True
6,51,A1,36.3,2020-07-29,,False
6,5,A1,38.5,2020-07-29,33.0,False
6,1,A1,83.6,2020-07-29,-42.0,True
6,4,A1,146.4,2020-07-29,95.0,True
3,41,A1,37.4,2020-07-31,34.0,True
3,43,A1,38.6,2020-07-31,,False
3,13,A1,37.9,2020-07-31,413.0,False
4,50,A1,40.7,2020-07-31,,False
4,39,A1,44.7,2020-07-31,77.0,True
4,23,A1,35.6,2020-07-31,73.0,False
4,46,A1,38.1,2020-07-31,368.0,False
4,12,A1,33.8,2020-07-31,-21.0,False
6,45,A1,35.4,2020-07-31,,False
6,1,A1,43.4,2020-07-31,-40.0,True
6,51,A1,33.3,2020-07-31,,False
6,5,A1,32.2,2020-07-31,35.0,False
6,1,A1,43.2,2020-07-31,-40.0,True
6,4,A1,45.2,2020-07-31,97.0,True
3,41,A1,36.7,2020-07-30,33.0,True
3,43,A1,34.3,2020-07-30,,False
3,13,A1,34.8,2020-07-30,412.0,False
4,50,A1,36.0,2020-07-30,,False
4,39,A1,45.3,2020-07-30,76.0,True
4,23,A1,36.1,2020-07-30,72.0,False
4,46,A1,35.6,2020-07-30,367.0,False
4,12,A1,33.0,2020-07-30,-22.0,False
6,45,A1,39.0,2020-07-30,,False
6,1,A1,45.2,2020-07-30,-41.0,True
6,51,A1,36.9,2020-07-30,,False
6,5,A1,39.4,2020-07-30,34.0,False
6,1,A1,40.9,2020-07-30,-41.0,True
6,4,A1,45.4,2020-07-30,96.0,True
3,41,A1,36.4,2020-07-31,34.0,True
3,43,A1,35.5,2020-07-31,,False
3,13,A1,39.0,2020-07-31,413.0,False
4,50,A1,36.3,2020-07-31,,False
4,39,A1,114.9,2020-07-31,77.0,True
4,23,A1,34.3,2020-07-31,73.0,False
4,46,A1,40.6,2020-07-31,368.0,False
4,12,A1,38.9,2020-07-31,-21.0,False
6,45,A1,33.4,2020-07-31,,False
6,1,A1,40.6,2020-07-31,-40.0,True
6,51,A1,37.9,2020-07-31,,False
6,5,A1,38.0,2020-07-31,35.0,False
6,1,A1,44.4,2020-07-31,-40.0,True
6,4,A1,43.2,2020-07-31,97.0,True
3,41,A1,69.6,2020-07-01,4.0,False
3,43,A1,30.5,2020-07-01,,False
3,13,A1,32.6,2020-07-01,383.0,False
4,39,A1,85.2,2020-07-01,47.0,True
4,23,A1,38.0,2020-07-01,43.0,True
4,46,A1,36.9,2020-07-01,338.0,False
4,12,A1,36.1,2020-07-01,-51.0,False
6,45,A1,34.0,2020-07-01,,False
6,1,A1,43.9,2020-07-01,-70.0,True
6,51,A1,31.7,2020-07-01,,False
6,5,NAN,36.8,2020-07-01,5.0,False
6,1,A1,86.2,2020-07-01,-70.0,True
6,4,A1,64.7,2020-07-01,67.0,True
3,41,A1,71.5,2020-08-01,35.0,True
3,43,A1,36.8,2020-08-01,,False
3,13,A1,37.3,2020-08-01,414.0,False
4,39,A1,93.8,2020-08-01,78.0,True
4,23,A1,38.5,2020-08-01,74.0,False
4,46,A1,29.5,2020-08-01,369.0,False
4,12,A1,36.1,2020-08-01,-20.0,False
6,45,A1,33.5,2020-08-01,,False
6,1,A1,50.6,2020-08-01,-39.0,False
6,51,A1,31.1,2020-08-01,,False
6,5,A1,33.7,2020-08-01,36.0,False
6,1,A1,69.0,2020-08-01,-39.0,False
6,4,A1,63.3,2020-08-01,98.0,True
3,41,A1,88.7,2020-08-02,36.0,True
3,43,A1,34.9,2020-08-02,,False
3,13,A1,37.0,2020-08-02,415.0,False
4,39,A1,49.9,2020-08-02,79.0,True
4,23,A1,35.9,2020-08-02,75.0,False
4,46,A1,36.6,2020-08-02,370.0,False
4,12,A1,36.3,2020-08-02,-19.0,False
6,45,A1,34.1,2020-08-02,,False
6,1,A1,48.5,2020-08-02,-38.0,True
6,51,A1,31.0,2020-08-02,,False
6,5,A1,34.4,2020-08-02,37.0,False
6,1,A1,214.0,2020-08-02,-38.0,True
6,4,A1,69.4,2020-08-02,99.0,True
3,41,A1,268.0,2020-08-02,36.0,True
3,43,A1,41.0,2020-08-02,,False
3,13,A1,37.4,2020-08-02,415.0,False
4,39,A1,53.1,2020-08-02,79.0,True
4,23,A1,36.8,2020-08-02,75.0,False
4,46,A1,38.8,2020-08-02,370.0,False
4,12,A1,42.0,2020-08-02,-19.0,False
6,45,A1,46.4,2020-08-02,,False
6,1,A1,46.3,2020-08-02,-38.0,True
6,51,A1,41.2,2020-08-02,,False
6,10,A1,44.4,2020-08-02,,False
6,5,A1,42.2,2020-08-02,37.0,False
6,1,A1,43.8,2020-08-02,-38.0,True
6,4,A1,50.1,2020-08-02,99.0,True
3,41,A1,268.0,2020-08-03,37.0,True
3,43,A1,32.7,2020-08-03,,False
4,39,A1,286.0,2020-08-03,80.0,True
4,23,A1,36.3,2020-08-03,76.0,False
4,46,A1,33.9,2020-08-03,371.0,False
4,12,A1,32.8,2020-08-03,-18.0,False
6,45,A1,33.8,2020-08-03,,False
6,1,A1,55.3,2020-08-03,-37.0,True
6,51,A1,33.7,2020-08-03,,False
6,10,A1,35.0,2020-08-03,,False
6,5,A1,34.7,2020-08-03,38.0,False
6,1,A1,52.9,2020-08-03,-37.0,True
6,4,A1,52.0,2020-08-03,100.0,True
3,43,A1,36.9,2020-08-03,,False
4,39,A1,255.0,2020-08-03,80.0,True
4,23,A1,38.9,2020-08-03,76.0,False
4,46,A1,35.7,2020-08-03,371.0,False
4,12,A1,37.6,2020-08-03,-18.0,False
6,45,A1,43.2,2020-08-03,,False
6,1,A1,44.1,2020-08-03,-37.0,True
6,51,A1,36.5,2020-08-03,,False
6,10,A1,37.3,2020-08-03,,False
6,5,A1,37.9,2020-08-03,38.0,False
6,1,A1,37.1,2020-08-03,-37.0,True
6,4,A1,49.2,2020-08-03,100.0,True
3,43,A1,32.5,2020-08-04,,False
4,39,A1,211.0,2020-08-04,81.0,True
4,23,A1,35.6,2020-08-04,77.0,False
4,46,A1,36.8,2020-08-04,372.0,False
4,12,A1,35.7,2020-08-04,-17.0,False
6,45,A1,32.9,2020-08-04,,False
6,1,A1,55.9,2020-08-04,-36.0,True
6,51,A1,33.8,2020-08-04,,False
6,10,A1,35.3,2020-08-04,,False
6,5,A1,35.7,2020-08-04,39.0,False
6,1,A1,62.8,2020-08-04,-36.0,True
6,4,A1,283.0,2020-08-04,101.0,True
3,43,A1,41.0,2020-08-04,,False
4,39,A1,46.1,2020-08-04,81.0,True
4,23,A1,38.1,2020-08-04,77.0,False
4,46,A1,35.7,2020-08-04,372.0,False
4,12,A1,40.8,2020-08-04,-17.0,False
6,45,A1,40.9,2020-08-04,,False
6,1,A1,43.3,2020-08-04,-36.0,True
6,51,A1,38.2,2020-08-04,,False
6,10,A1,40.5,2020-08-04,,False
6,5,A1,39.5,2020-08-04,39.0,False
6,1,A1,261.0,2020-08-04,-36.0,True
6,4,A1,204.5,2020-08-04,101.0,True
3,38,A1,35.6,2020-08-05,703.0,False
3,43,A1,42.8,2020-08-05,,False
3,26,A1,36.0,2020-08-05,,False
4,39,A1,140.8,2020-08-05,82.0,True
4,23,A1,40.2,2020-08-05,78.0,False
4,46,A1,39.8,2020-08-05,373.0,False
4,12,A1,41.6,2020-08-05,-16.0,False
6,45,A1,38.5,2020-08-05,,False
6,1,A1,41.4,2020-08-05,-35.0,True
6,10,A1,37.4,2020-08-05,,False
6,5,A1,37.1,2020-08-05,40.0,False
6,1,A1,48.3,2020-08-05,-35.0,True
6,4,A1,46.8,2020-08-05,102.0,True
3,38,A1,31.9,2020-08-06,704.0,False
3,43,A1,35.2,2020-08-06,,False
3,26,A1,36.5,2020-08-06,,False
4,39,A1,176.0,2020-08-06,83.0,True
4,23,A1,37.6,2020-08-06,79.0,False
4,46,A1,42.5,2020-08-06,374.0,False
4,12,A1,39.0,2020-08-06,-15.0,False
6,45,A1,39.3,2020-08-06,,False
6,1,A1,44.1,2020-08-06,-34.0,True
6,10,A1,35.1,2020-08-06,,False
6,5,A1,35.2,2020-08-06,41.0,False
6,1,A1,273.0,2020-08-06,-34.0,True
6,4,A1,79.0,2020-08-06,103.0,True
3,38,A1,35.0,2020-08-06,704.0,False
3,43,A1,37.1,2020-08-06,,False
3,26,A1,38.6,2020-08-06,,False
4,39,A1,147.4,2020-08-06,83.0,True
4,23,A1,40.0,2020-08-06,79.0,False
4,46,A1,36.5,2020-08-06,374.0,False
4,12,A1,35.5,2020-08-06,-15.0,False
6,45,A1,34.2,2020-08-06,,False
6,1,A1,47.1,2020-08-06,-34.0,True
6,10,A1,37.0,2020-08-06,,False
6,5,A1,36.3,2020-08-06,41.0,False
6,1,A1,47.1,2020-08-06,-34.0,True
6,4,A1,11.0,2020-08-06,103.0,True
3,38,A1,30.4,2020-08-07,705.0,False
3,43,A1,30.4,2020-08-07,,False
3,26,A1,32.1,2020-08-07,,False
4,39,A1,63.1,2020-08-07,84.0,True
4,23,A1,39.2,2020-08-07,80.0,False
4,46,A1,36.2,2020-08-07,375.0,False
4,12,A1,36.5,2020-08-07,-14.0,False
6,45,A1,37.4,2020-08-07,,False
6,1,A1,44.1,2020-08-07,-33.0,True
6,10,A1,30.7,2020-08-07,,False
6,5,A1,34.5,2020-08-07,42.0,False
6,1,A1,80.8,2020-08-07,-33.0,True
6,4,A1,70.7,2020-08-07,104.0,True
3,38,A1,33.0,2020-08-07,705.0,False
3,43,A1,30.9,2020-08-07,,False
3,26,A1,304.0,2020-08-07,,False
4,39,A1,58.3,2020-08-07,84.0,True
4,23,A1,38.2,2020-08-07,80.0,False
4,46,A1,374.0,2020-08-07,375.0,False
4,12,A1,38.7,2020-08-07,-14.0,False
6,45,A1,45.1,2020-08-07,,False
6,1,A1,43.8,2020-08-07,-33.0,True
6,10,A1,35.0,2020-08-07,,False
6,5,A1,39.1,2020-08-07,42.0,False
6,1,A1,81.1,2020-08-07,-33.0,True
6,4,A1,68.7,2020-08-07,104.0,True
3,38,A1,31.4,2020-08-08,706.0,False
3,26,A1,27.0,2020-08-08,,False
4,39,A1,50.0,2020-08-08,85.0,True
4,23,A1,39.3,2020-08-08,81.0,False
4,46,A1,36.0,2020-08-08,376.0,False
4,12,A1,37.5,2020-08-08,-13.0,False
6,45,A1,32.2,2020-08-08,,False
6,1,A1,32.6,2020-08-08,-32.0,True
6,10,A1,34.2,2020-08-08,,False
6,5,A1,38.3,2020-08-08,43.0,False
6,1,A1,75.0,2020-08-08,-32.0,True
6,4,A1,77.9,2020-08-08,105.0,True
3,38,A1,40.4,2020-08-08,706.0,False
3,26,A1,36.9,2020-08-08,,False
4,39,A1,54.6,2020-08-08,85.0,True
4,23,A1,36.4,2020-08-08,81.0,False
4,46,A1,40.3,2020-08-08,376.0,False
4,12,A1,40.3,2020-08-08,-13.0,False
6,45,A1,39.8,2020-08-08,,False
6,1,A1,41.8,2020-08-08,-32.0,True
6,10,A1,35.4,2020-08-08,,False
6,5,A1,36.0,2020-08-08,43.0,False
6,1,A1,51.5,2020-08-08,-32.0,True
6,4,A1,42.0,2020-08-08,105.0,True
3,38,A1,34.7,2020-08-09,707.0,False
3,26,A1,34.7,2020-08-09,,False
4,39,A1,296.0,2020-08-09,86.0,True
4,23,A1,35.3,2020-08-09,82.0,False
4,46,A1,34.6,2020-08-09,377.0,False
4,12,A1,34.1,2020-08-09,-12.0,False
6,45,A1,34.0,2020-08-09,,False
6,1,A1,48.6,2020-08-09,-31.0,True
6,10,A1,34.8,2020-08-09,,False
6,5,A1,34.4,2020-08-09,44.0,False
6,1,A1,47.7,2020-08-09,-31.0,True
6,4,A1,50.0,2020-08-09,106.0,True
3,38,A1,41.0,2020-08-09,707.0,False
3,26,A1,45.7,2020-08-09,,False
4,39,A1,44.0,2020-08-09,86.0,True
4,23,A1,33.0,2020-08-09,82.0,False
4,46,A1,54.0,2020-08-09,377.0,False
4,12,A1,34.6,2020-08-09,-12.0,False
6,45,A1,43.5,2020-08-09,,False
6,1,A1,44.5,2020-08-09,-31.0,True
6,10,A1,43.3,2020-08-09,,False
6,5,A1,47.4,2020-08-09,44.0,False
6,1,A1,297.0,2020-08-09,-31.0,True
6,4,A1,42.6,2020-08-09,106.0,True
3,38,A1,37.1,2020-08-10,708.0,False
3,26,A1,37.7,2020-08-10,,False
4,39,A1,51.7,2020-08-10,87.0,True
4,23,A1,34.9,2020-08-10,83.0,False
4,46,A1,33.3,2020-08-10,378.0,False
4,12,A1,34.8,2020-08-10,-11.0,False
6,45,A1,37.8,2020-08-10,,False
6,1,A1,49.3,2020-08-10,-30.0,True
6,10,A1,37.3,2020-08-10,,False
6,5,A1,39.0,2020-08-10,45.0,False
6,1,A1,47.3,2020-08-10,-30.0,True
6,4,A1,44.8,2020-08-10,107.0,True
3,38,A1,39.0,2020-08-10,708.0,False
3,26,A1,35.8,2020-08-10,,False
4,39,A1,45.3,2020-08-10,87.0,True
4,23,A1,37.2,2020-08-10,83.0,False
4,46,A1,37.3,2020-08-10,378.0,False
4,12,A1,36.0,2020-08-10,-11.0,False
6,45,A1,38.7,2020-08-10,,False
6,1,A1,45.1,2020-08-10,-30.0,True
6,10,A1,40.0,2020-08-10,,False
6,5,A1,39.8,2020-08-10,45.0,False
6,1,A1,160.1,2020-08-10,-30.0,True
6,4,A1,143.4,2020-08-10,107.0,True
3,38,A1,33.9,2020-08-11,709.0,False
3,33,A1,32.9,2020-08-11,1.0,False
3,26,A1,35.2,2020-08-11,,False
4,39,A1,46.7,2020-08-11,88.0,True
4,23,A1,33.8,2020-08-11,84.0,False
4,46,A1,37.8,2020-08-11,379.0,False
4,12,A1,38.3,2020-08-11,-10.0,False
6,45,A1,35.7,2020-08-11,,False
6,1,A1,40.2,2020-08-11,-29.0,True
6,10,A1,34.8,2020-08-11,,False
6,5,A1,35.2,2020-08-11,46.0,False
6,1,A1,46.9,2020-08-11,-29.0,True
6,4,A1,47.2,2020-08-11,108.0,True
3,38,A1,38.6,2020-08-11,709.0,False
3,33,A1,37.1,2020-08-11,1.0,False
3,26,A1,35.0,2020-08-11,,False
4,39,A1,95.1,2020-08-11,88.0,True
4,23,A1,35.4,2020-08-11,84.0,False
4,46,A1,35.3,2020-08-11,379.0,False
4,12,A1,36.3,2020-08-11,-10.0,False
6,45,A1,37.9,2020-08-11,,False
6,1,A1,40.7,2020-08-11,-29.0,True
6,10,A1,37.9,2020-08-11,,False
6,5,A1,39.5,2020-08-11,46.0,False
6,1,A1,46.0,2020-08-11,-29.0,True
6,4,A1,43.5,2020-08-11,108.0,True
3,38,A1,33.5,2020-08-12,710.0,False
3,33,A1,35.7,2020-08-12,2.0,False
3,26,A1,31.6,2020-08-12,,False
4,39,A1,47.2,2020-08-12,89.0,True
4,23,A1,34.7,2020-08-12,85.0,False
4,46,A1,34.9,2020-08-12,380.0,False
4,12,A1,34.8,2020-08-12,-9.0,True
6,45,A1,36.8,2020-08-12,,False
6,1,A1,39.0,2020-08-12,-28.0,True
6,10,A1,34.6,2020-08-12,,False
6,5,A1,35.6,2020-08-12,47.0,False
6,1,A1,127.4,2020-08-12,-28.0,True
6,4,A1,48.4,2020-08-12,109.0,True
3,38,A1,39.6,2020-08-12,710.0,False
3,33,A1,35.5,2020-08-12,2.0,False
3,26,A1,32.2,2020-08-12,,False
4,39,A1,118.7,2020-08-12,89.0,True
4,23,A1,41.8,2020-08-12,85.0,False
4,46,A1,34.9,2020-08-12,380.0,False
4,12,A1,38.6,2020-08-12,-9.0,True
6,45,A1,38.8,2020-08-12,,False
6,1,A1,40.7,2020-08-12,-28.0,True
6,10,A1,38.3,2020-08-12,,False
6,5,A1,37.4,2020-08-12,47.0,False
6,1,A1,76.8,2020-08-12,-28.0,True
6,4,A1,213.0,2020-08-12,109.0,True
3,38,A1,31.8,2020-08-13,711.0,False
3,33,A1,32.3,2020-08-13,3.0,False
3,26,A1,38.3,2020-08-13,,False
4,39,A1,72.3,2020-08-13,90.0,True
4,23,A1,36.1,2020-08-13,86.0,False
4,46,A1,36.1,2020-08-13,381.0,False
4,12,A1,33.5,2020-08-13,-8.0,True
6,45,A1,30.8,2020-08-13,,False
6,1,A1,34.6,2020-08-13,-27.0,True
6,10,A1,30.5,2020-08-13,,False
6,5,A1,30.4,2020-08-13,48.0,False
6,1,A1,66.8,2020-08-13,-27.0,True
6,4,A1,64.7,2020-08-13,110.0,True
3,38,A1,34.9,2020-08-13,711.0,False
3,33,A1,41.8,2020-08-13,3.0,False
3,26,A1,33.8,2020-08-13,,False
4,39,A1,56.6,2020-08-13,90.0,True
4,23,A1,41.8,2020-08-13,86.0,False
